back:-0.029908,-0.016124,-0.036955,0.053799,-0.000641,0.024212,0.065581,0.020548,0.024068,-0.047454,0.008990,-0.011510,0.044630,-0.030768,-0.012163,-0.005082
based:-0.024290,-0.017385,-0.061866,-0.038081,0.012967,-0.021722,0.126982,-0.039661,0.046373,0.003763,-0.017961,0.007151,0.049755,0.017422,-0.004534,0.010439
behind:0.014446,0.052122,-0.084157,0.061771,0.009668,0.046238,0.036455,-0.013009,0.067135,-0.010664,0.032659,0.027208,0.054535,-0.087085,0.033997,0.001915
better:-0.078098,0.013994,-0.013776,0.029964,-0.024093,-0.077277,0.004114,0.047908,0.002340,-0.022377,-0.038367,0.065466,-0.012468,0.089240,0.000439,0.010613
beyond:-0.039114,-0.067368,0.020218,-0.021613,0.051567,0.026951,-0.034641,0.055072,0.036599,-0.032142,0.043611,-0.047795,0.003321,-0.007307,0.053580,0.000632
biofuels:-0.025099,-0.022084,-0.053205,-0.009035,0.071152,-0.001295,-0.029104,-0.008988,-0.014589,-0.072345,-0.001118,-0.016992,-0.100463,-0.055256,-0.050275,-0.031584
boeing:0.008282,0.007403,-0.059665,0.037185,-0.028432,0.022680,0.028541,0.017338,0.008742,-0.024628,0.006573,0.034586,-0.015964,0.026186,-0.042282,-0.018820
brayton:-0.106361,-0.073571,-0.047577,0.021305,0.021587,0.039943,0.051283,0.058368,-0.061350,-0.065969,0.028559,-0.081480,0.006561,0.018063,-0.087918,0.023059
breakthroughs:-0.034040,0.015319,0.026505,0.033845,0.049106,0.021531,0.058545,0.085437,-0.027543,0.001172,0.032390,0.065434,-0.053692,0.009090,0.003428,0.038669
burst:-0.018006,-0.032822,-0.000342,-0.009790,0.003746,-0.004740,0.137866,0.043882,0.002907,-0.045004,0.051305,-0.014790,0.004201,-0.000662,0.047890,-0.024987
but:-0.075923,0.019866,-0.027377,-0.063091,-0.002386,-0.063560,0.041820,-0.032333,0.000813,-0.032929,-0.060675,0.004089,0.014480,0.060184,0.063957,-0.013929
bypass:-0.065635,0.066787,0.021070,0.026957,-0.018801,-0.003414,0.058815,-0.085975,0.018789,-0.011334,0.030894,0.015257,0.022551,-0.062679,0.066633,-0.006471
bypasses:-0.073926,0.036890,0.025843,0.044184,-0.056107,-0.005608,0.067452,-0.087453,0.017123,-0.018180,0.056787,0.026810,0.023123,-0.045003,0.052274,-0.022753
centrifugal:0.016772,-0.021388,-0.047774,-0.021605,0.018676,-0.045366,0.022327,0.040203,0.015824,-0.064605,0.052075,-0.113159,0.005139,0.054034,-0.009675,0.001284
century:0.018224,0.103221,-0.061424,-0.072320,-0.062689,0.016980,-0.030154,0.010263,-0.060273,-0.031988,0.050716,-0.044483,0.072964,0.053622,-0.055569,-0.013303
challenges:-0.050573,0.074701,-0.004610,-0.023713,0.004693,0.096215,0.037901,-0.011484,-0.048785,-0.015914,0.013654,-0.116198,-0.033752,0.025793,-0.018690,-0.016681
chamber:0.050521,0.032550,-0.072803,0.014600,-0.030715,-0.028092,0.040456,-0.029205,-0.006212,-0.083513,-0.015580,-0.080049,0.018623,0.019486,-0.056955,-0.061346
change:-0.011589,0.092569,0.053454,-0.029589,-0.017391,-0.019641,0.059103,0.003117,-0.003858,0.030525,-0.005732,-0.074322,-0.030941,0.016632,0.000867,0.034808
chinese:-0.051181,0.033419,-0.008102,0.057577,-0.021619,-0.048307,0.132486,0.001637,0.043773,-0.027397,0.098794,-0.086110,-0.022573,-0.041224,-0.037055,0.035447
civilian:0.000198,0.031900,0.007731,-0.008262,-0.026114,-0.012400,0.145708,-0.010888,-0.065176,0.084934,0.050261,-0.065693,0.052203,-0.009871,0.004257,-0.017491
climate:-0.010074,0.080163,0.076162,0.090028,0.003146,0.005163,0.026347,-0.074189,-0.030586,0.011041,-0.008471,-0.167676,0.011674,0.027380,0.042731,-0.038606
combat:-0.017643,0.081075,-0.013735,0.069900,-0.068892,0.093893,0.130002,-0.006090,-0.026772,0.053346,0.039938,-0.078180,0.030065,-0.004431,-0.031077,0.015385
combine:0.059059,0.017848,-0.038814,0.006902,-0.056191,0.002588,0.029212,0.008667,0.016057,-0.052996,0.015372,-0.034956,0.001698,0.010875,0.046068,0.037989
combined:0.003066,0.040773,-0.046519,0.036280,-0.047590,-0.012068,0.053996,0.032198,0.048954,-0.045099,0.034984,-0.113026,0.003348,-0.018226,-0.013862,0.011307
combustion:-0.051950,0.071910,0.025329,0.081520,0.078497,0.029758,0.061162,0.021504,0.021945,-0.009651,-0.008949,-0.059403,-0.074932,-0.014668,0.017492,-0.005041
come:-0.059076,0.006260,0.028090,0.012489,0.014639,-0.116100,0.031694,0.051627,0.042973,0.014880,-0.011720,-0.065466,-0.008082,-0.016874,-0.017488,0.004750
commercial:-0.015798,0.005511,-0.046670,0.038101,0.031262,0.003575,0.089875,0.060816,0.043599,-0.051239,0.017369,-0.012511,-0.014903,-0.004057,0.044615,-0.082612
common:0.007785,-0.024939,-0.065139,-0.024090,-0.023358,0.016169,0.057970,0.047310,-0.028842,-0.013828,0.050149,0.002504,-0.023131,0.027975,0.017950,0.016834
components:-0.008503,-0.007968,-0.000060,0.015369,0.015712,0.023681,0.079267,0.022318,0.007277,-0.019908,0.042761,-0.039178,0.000268,0.028922,0.010151,-0.022871
compress:-0.053636,0.097234,-0.052607,0.046917,0.030777,-0.053864,0.017403,0.009178,0.003535,0.031746,-0.067130,-0.000111,0.021508,0.051952,-0.020338,-0.000511
compressed:-0.105749,0.100845,-0.069936,0.032120,-0.021181,-0.047953,0.027706,-0.011080,0.012649,0.017125,-0.011416,0.064043,0.038141,0.026544,-0.070013,-0.016611
compresses:-0.075142,0.063010,-0.045333,0.069134,0.002636,-0.063552,0.051680,0.009547,0.038547,0.015931,-0.048195,-0.000611,0.040257,0.053076,-0.011190,-0.005538
compressor:-0.141012,0.076631,-0.058834,0.047323,0.011761,-0.042091,0.013271,0.009895,-0.011661,-0.012675,0.020685,0.063341,0.031490,-0.022901,-0.036869,0.025290
compressors:-0.141909,0.054462,-0.046874,0.055757,0.002964,-0.039068,0.030782,0.002829,-0.007400,-0.009585,0.029471,0.057261,0.031121,-0.012042,-0.019090,-0.003884
concept:-0.016012,0.004693,-0.102939,0.013116,-0.022788,-0.054411,0.196144,-0.015407,-0.032797,0.072288,-0.007106,-0.003628,0.021598,-0.027716,0.071356,-0.031819
concepts:0.047108,-0.004957,-0.076115,0.014320,-0.058650,-0.032547,0.164070,-0.044156,0.002682,0.053630,-0.004907,0.004871,0.012832,-0.006414,0.069526,-0.027988
conclusion:0.034510,0.136552,0.001849,0.051897,-0.009813,0.022611,0.093433,0.060362,0.017524,0.038877,0.010160,0.015148,0.008142,0.072624,-0.056661,0.006407
considerations:-0.030848,0.074547,-0.074000,0.019164,-0.014183,0.064319,0.111471,0.046004,-0.047392,0.023920,-0.012653,0.007544,-0.032688,0.035656,-0.012480,0.001414
continents:-0.012210,0.032988,-0.079298,-0.005428,0.002642,-0.051149,0.024765,-0.051441,0.006668,0.028537,0.009707,-0.141599,-0.005737,0.057967,-0.003727,-0.071430
continue:-0.011983,0.033320,0.019557,-0.025283,0.002516,-0.003926,0.043718,-0.008547,0.011167,0.006725,0.007441,0.004540,-0.030471,-0.005378,-0.031203,0.085501
continues:-0.033578,0.006036,0.048929,-0.014540,0.015719,-0.019179,0.071705,-0.021521,0.013427,-0.034101,-0.024315,0.029855,-0.013260,0.014176,-0.071993,0.079481
continuous:0.060966,0.013226,-0.052914,0.023952,-0.070261,0.034593,0.061669,-0.004503,-0.006598,-0.026670,0.063127,0.007069,0.036686,0.104973,-0.035148,0.033298
contribute:0.010783,0.026385,-0.018052,0.024400,0.029566,0.061917,0.066343,0.049422,0.016408,-0.013745,0.000370,-0.111999,-0.023945,-0.005033,-0.044009,0.041775
controls:-0.064727,-0.020950,-0.045608,0.056658,-0.058180,0.107266,0.104388,0.006870,0.039401,0.073388,0.060237,-0.021522,-0.011491,-0.081065,0.000187,0.038075
core:-0.020806,-0.041672,-0.050008,0.020418,0.056586,-0.009241,0.059559,0.118118,-0.033132,0.017852,-0.022945,-0.058428,-0.001261,-0.007306,0.016026,0.020781
could:-0.123425,0.062470,-0.106460,-0.017754,0.014858,-0.022354,0.027392,-0.007822,-0.038257,0.005529,-0.011295,0.004417,0.006773,0.065655,0.030849,0.026547
covering:-0.018984,0.122515,0.036156,0.057567,0.081561,0.023425,0.137833,-0.027913,-0.014616,0.021021,0.007774,-0.058334,0.005796,0.011066,-0.014141,-0.038694
critical:-0.061177,-0.006973,-0.066447,-0.011763,0.024810,0.033543,0.086849,0.117144,-0.013997,0.075831,0.029348,-0.088747,0.019806,0.016996,-0.040929,-0.030228
cross:-0.011143,-0.009125,-0.060408,-0.011981,-0.009925,-0.006015,0.029912,0.027672,-0.014497,-0.007823,0.063826,-0.155594,-0.027185,0.005949,0.022512,0.050672
cycle:-0.044650,0.056482,-0.018765,0.043272,-0.036002,-0.001313,0.064135,0.010062,0.055362,-0.023736,0.023652,0.022225,0.047156,-0.032331,0.064498,0.022701
daily:-0.038744,0.059079,0.029422,0.102071,0.002724,-0.034608,0.118463,-0.030501,0.001905,-0.034731,0.018253,0.047064,-0.036503,0.063828,0.046001,-0.014521
dates:-0.020169,0.043963,0.032369,0.071033,-0.064551,0.105535,-0.019113,-0.016714,-0.007829,-0.004166,0.005120,-0.021365,-0.053727,0.005734,0.020696,-0.044645
day:-0.074479,0.104453,0.026008,0.082153,-0.022976,-0.047555,0.181081,-0.039247,-0.035227,-0.056515,0.000093,0.039388,0.006250,0.070412,0.035183,0.008804
defense:-0.063834,0.105134,-0.082533,0.017887,0.078989,0.110852,0.124243,0.018396,0.042096,0.035249,-0.004358,-0.043439,0.082465,-0.008110,-0.030251,-0.006907
designed:-0.053225,0.115413,0.026341,-0.006320,-0.071472,-0.049042,0.019366,0.032298,-0.042240,0.061400,-0.014326,0.030137,0.034806,-0.049038,-0.100709,-0.045507
detailed:0.009736,0.131140,0.011571,0.000853,-0.004281,-0.072862,0.038184,0.055477,-0.043310,0.044336,0.000501,-0.001770,-0.012642,-0.031412,-0.052688,-0.021870
developed:0.033857,0.014118,-0.040124,0.010655,-0.061833,-0.024879,-0.011002,0.085420,-0.071393,0.070692,0.067199,0.044597,0.027839,-0.006920,-0.022186,0.036832
different:-0.008637,-0.035826,-0.078004,-0.050065,0.029722,-0.125878,0.059391,0.014383,0.107739,-0.025773,0.014935,-0.031765,-0.058542,0.066373,-0.020254,0.005342
distance:0.046581,0.067513,-0.061857,-0.078416,-0.034256,0.036782,0.010309,0.071925,0.022559,-0.038893,0.081082,-0.069784,0.012371,0.018700,-0.067438,-0.014470
done:-0.088228,-0.027469,-0.037944,-0.034966,-0.038820,-0.014861,0.036282,0.072023,-0.069036,0.006868,-0.022064,-0.061055,-0.037711,0.049296,-0.050679,0.081024
drive:0.066378,0.003807,0.042642,0.084821,-0.048624,0.012507,0.067289,0.001014,0.018569,-0.018136,-0.024602,-0.026076,0.002672,-0.001754,-0.037564,-0.023473
driving:0.054167,0.012494,0.027364,0.087362,-0.019555,0.039601,0.119503,0.022882,-0.009321,-0.029139,0.041133,-0.010937,0.000366,0.038961,-0.029410,-0.048526
during:0.004129,0.043646,-0.057064,0.010346,-0.009634,0.015531,0.117261,-0.006740,0.069971,-0.036989,0.015556,0.027198,0.034041,0.042892,0.060512,-0.012741
each:0.018502,0.002772,-0.082255,-0.031218,-0.054029,0.010767,0.020931,0.007106,0.066437,0.002309,0.014522,-0.114452,0.001058,0.010270,-0.028814,0.078469
early:-0.008646,0.041513,-0.049749,0.046108,-0.003687,0.041854,0.003623,0.047100,0.015148,0.036551,-0.006394,0.055038,-0.041982,0.089038,0.067238,0.048993
educational:0.024396,0.069423,-0.018574,0.073046,-0.059511,-0.007477,0.049222,0.026047,0.010641,0.110542,0.054178,-0.002138,-0.020668,0.005968,-0.033747,-0.054161
efficiency:0.009056,0.101923,-0.030569,0.058902,-0.003929,-0.028438,0.050052,-0.022948,0.009955,-0.010279,0.002559,0.089598,0.022240,-0.014384,0.028538,-0.027617
efficient:0.032417,0.111319,-0.035741,0.073152,-0.034744,-0.050898,0.056441,-0.055364,-0.000059,-0.006834,0.004751,0.068127,0.016123,0.007002,0.026992,-0.029304
efficiently:-0.012404,0.087229,-0.008410,0.048776,-0.073321,-0.047681,0.070264,-0.064022,-0.011492,-0.003034,0.020363,0.087793,0.003687,0.017349,0.001681,-0.050970
electric:-0.042049,0.073444,0.024226,0.068146,-0.010390,-0.012696,0.116933,0.007181,0.014476,0.032411,0.062570,-0.065921,-0.015147,0.029819,-0.002076,-0.047775
emissions:0.016895,0.093659,0.079285,0.058768,0.095959,-0.021112,0.103124,-0.009041,0.008367,0.014249,0.003718,-0.069587,-0.035862,0.020657,0.000056,0.040082
enabling:0.036931,0.031871,-0.037878,0.016903,0.007467,0.094737,0.041286,-0.023162,-0.118499,-0.007470,0.057902,0.082710,0.007270,0.043831,0.028976,0.060267
energy:-0.035395,0.099096,-0.010701,0.142395,0.029749,-0.014693,0.131926,-0.029108,0.052319,0.010371,-0.014343,-0.066067,-0.071432,-0.009318,0.010564,-0.013075
engine:-0.131696,0.060543,-0.014538,0.034953,-0.022929,-0.001641,0.040565,0.008590,-0.027388,-0.098399,-0.044449,-0.048280,-0.018844,-0.084762,-0.063337,-0.007668
engineering:-0.070995,0.022006,0.015982,0.019319,-0.023464,-0.105072,0.078545,0.035563,-0.063459,-0.036870,-0.020323,-0.056733,0.025155,0.024147,-0.114880,-0.019432
engineers:-0.079539,0.042036,0.028993,0.045488,-0.049839,-0.114979,0.099587,0.016847,-0.036042,-0.026139,-0.038885,-0.104369,0.043147,-0.001345,-0.124318,0.018399
engines:-0.112129,0.038789,0.009510,0.035976,-0.053626,0.006141,0.005562,-0.000787,-0.031110,-0.068805,-0.022962,-0.025660,-0.042671,-0.067757,-0.066783,0.016133
enhanced:-0.050833,0.021362,-0.001309,0.053236,0.010632,-0.048604,0.085021,0.035028,-0.058415,0.004961,0.034838,0.031067,-0.012271,-0.039211,0.012246,-0.002534
enters:0.032082,0.009279,-0.054390,0.002908,-0.091272,-0.026526,0.109019,-0.004616,0.025477,-0.027428,-0.022434,-0.099313,0.033341,-0.001694,0.003419,-0.048857
environmental:0.029424,0.059360,0.046551,0.040325,0.092553,-0.043761,0.093006,-0.027914,-0.015670,0.049170,0.014624,-0.121006,-0.030424,0.026348,-0.005104,0.000566
equal:0.010218,0.083705,-0.008763,0.030471,-0.091114,-0.068972,0.084783,0.001407,0.087041,0.003752,0.004521,-0.140847,0.044215,0.011938,0.026608,0.027217
essence:-0.055996,0.034953,0.015790,0.010636,0.016487,-0.004941,0.099694,0.010421,0.023581,-0.073626,0.027189,-0.048248,-0.031997,-0.018748,0.058936,0.041322
essential:-0.031758,0.019307,0.016919,0.009608,0.127245,-0.003033,0.094933,0.051164,-0.070044,0.003430,0.009627,-0.027220,-0.024041,0.030946,-0.005073,0.029729
eventually:-0.055770,-0.042139,0.005488,-0.003878,-0.029725,-0.043261,0.007952,0.035293,0.003347,-0.022033,0.073059,0.091305,0.030272,0.101172,0.079083,0.064460
every:0.004888,0.012476,-0.015190,-0.029376,-0.017349,0.048394,0.104746,0.025796,0.103406,0.037677,0.047330,-0.022636,-0.026236,0.014994,-0.025524,0.070750
evolve:-0.096225,-0.006428,-0.048613,0.037408,0.008465,-0.006089,0.070922,0.011962,-0.027508,-0.013552,0.049051,-0.087452,-0.013962,0.011085,0.029263,0.034743
example:0.006033,-0.068547,-0.002190,0.059435,-0.053802,-0.019390,0.038688,0.049018,-0.031277,0.010487,0.014238,0.006110,0.059506,0.020190,0.002305,0.005757
exhaust:-0.035424,0.094613,0.075321,0.073882,-0.004402,-0.026560,0.092478,0.011547,0.013948,-0.031277,-0.016254,-0.075095,-0.049300,-0.081892,0.031895,0.020601
expelled:-0.031810,0.034109,0.026992,0.036721,0.025141,-0.013997,0.073073,-0.095643,0.005473,0.003593,0.077442,-0.024158,0.041718,0.023588,-0.016796,-0.036586
expelling:-0.016105,0.023726,0.039740,0.031508,-0.037188,-0.038061,0.133073,-0.026782,0.028784,-0.012387,0.071202,0.018184,-0.004618,0.002329,-0.012292,-0.002377
expels:-0.032157,0.005774,0.026912,0.047264,-0.027681,-0.043034,0.104715,0.023144,0.064242,0.009922,0.080422,0.000543,-0.008464,0.000028,-0.014789,-0.003083
experimental:-0.023647,0.026198,0.012312,0.061355,0.021371,-0.097425,0.006425,0.057424,-0.022847,0.046216,0.061242,-0.035741,0.017952,0.015895,-0.066251,-0.000087
exploring:0.041384,-0.013037,0.048705,0.059236,0.045846,-0.005134,0.089990,-0.038455,-0.000268,0.006525,0.000986,-0.086656,-0.010987,0.057898,-0.010143,0.018422
expulsion:0.008690,0.020999,0.063163,0.043266,0.011230,-0.020685,0.065889,-0.109104,-0.019682,-0.014473,0.083948,0.011149,0.016175,0.066630,-0.019089,-0.046769
extracts:-0.047208,-0.002520,-0.003423,0.074420,0.077858,0.070322,0.113525,0.016433,0.014158,-0.042728,0.018931,-0.015019,-0.029499,-0.029955,-0.006219,0.043631
face:-0.077111,0.087894,-0.021635,0.009314,0.039631,-0.024406,0.086941,0.002442,-0.036350,-0.044587,0.032564,-0.151973,-0.032747,-0.021021,0.028189,-0.074817
fan:-0.049139,0.007905,0.006116,0.005451,0.036158,-0.004587,0.117147,0.002914,0.105995,0.062839,0.051863,-0.081589,0.032643,-0.057167,0.013807,-0.007884
far:0.007258,0.024141,-0.101178,-0.036620,0.053334,-0.038639,-0.025086,-0.018289,0.010151,-0.011113,0.019344,-0.026652,-0.038869,0.014501,0.026745,0.051892
few:0.096916,-0.066409,-0.052213,-0.010384,-0.012713,0.010059,0.020556,0.035926,0.029883,0.064115,-0.035308,-0.102131,0.008385,-0.019651,0.026163,0.056464
first:-0.042191,-0.045165,-0.048889,0.038404,-0.069181,-0.024085,0.039020,0.007808,0.017367,-0.063445,-0.007452,0.006112,-0.009848,0.030516,-0.007056,0.039046
flew:0.040986,0.061536,-0.001808,0.058310,0.020060,0.018378,0.127288,-0.034950,-0.012486,0.022351,0.068541,-0.013474,-0.021533,-0.002161,-0.029656,0.058814
flight:0.067321,0.016799,-0.054571,0.060513,-0.031169,0.020446,0.106101,-0.012548,-0.010192,0.041880,0.034902,-0.004646,-0.055528,0.008520,-0.018562,0.024685
for:-0.080950,0.048515,0.011159,-0.016470,0.045095,0.017770,0.073247,0.023551,-0.042215,-0.029677,0.056959,0.018645,0.029506,-0.004587,-0.016717,0.026328
form:-0.105460,0.055690,-0.026517,0.014141,-0.057053,0.054300,0.020789,0.021551,-0.019619,-0.009503,-0.001534,-0.037795,-0.006829,-0.022457,0.010118,0.017259
formal:-0.010984,0.105025,0.042318,0.035280,-0.052535,-0.016400,0.128706,-0.045378,-0.030374,0.031354,-0.000288,-0.103369,-0.027710,0.002383,0.060490,0.015637
formatted:-0.007006,0.073801,-0.058533,0.074297,-0.010368,0.004203,0.053796,0.025401,0.036090,0.054718,0.009764,-0.011167,-0.010091,-0.031921,-0.083678,-0.006234
forward:-0.015715,0.012219,-0.035789,0.000540,-0.014755,0.047899,0.041298,0.001110,0.024798,0.021102,0.002734,-0.001861,-0.006074,-0.005437,0.004278,0.029502
fossil:-0.157817,0.110233,0.061109,0.056245,0.010089,0.001709,0.037265,0.003411,0.013383,0.030747,-0.010620,-0.078599,-0.071533,0.041857,-0.075601,0.051146
found:-0.019711,-0.014025,0.013792,0.034500,-0.005963,-0.044943,0.008642,0.112211,0.022249,-0.016607,0.056658,0.007485,0.015053,0.039834,-0.061390,0.025964
foundation:0.023496,0.002302,-0.025326,0.034396,0.116035,-0.049784,0.021160,0.031060,0.004603,0.014022,0.020558,-0.060058,-0.032628,0.015707,-0.011492,-0.017964
four:0.120077,0.017664,-0.076730,-0.020280,-0.119112,0.041307,0.058477,-0.020228,0.046727,0.009262,-0.049584,-0.109748,0.048734,-0.011522,-0.062036,0.061821
frank:-0.030974,0.032949,-0.032102,0.103334,0.018478,0.058527,0.032306,0.030717,0.042844,-0.122075,-0.024464,-0.056376,-0.034861,0.041080,-0.013074,0.067658
from:-0.075214,0.051694,0.008101,0.062724,0.069662,0.005080,0.122117,0.037163,-0.032550,0.006162,0.017031,-0.015930,0.028647,-0.052325,0.015687,0.032852
front:0.045137,0.034945,-0.051647,0.006140,0.011598,0.003029,0.017039,0.015182,0.013611,0.007496,-0.008239,0.054166,0.017833,-0.083165,0.012526,-0.038233
fuel:-0.042598,0.072607,-0.028446,0.090919,0.063780,0.021310,0.151577,-0.004847,-0.005737,-0.042525,-0.026017,-0.046957,-0.084699,-0.012631,-0.028047,-0.021509
fuels:-0.056092,0.048736,0.020678,0.092558,0.082468,0.038466,0.077650,0.007294,-0.009745,-0.038604,-0.044120,-0.065045,-0.113117,0.000816,-0.010676,-0.016794
future:-0.108838,0.061655,-0.009918,-0.008348,-0.047973,0.001473,0.058749,0.012043,0.104101,-0.032592,-0.006724,-0.022108,-0.024815,0.025849,-0.043727,0.032969
gas:-0.048004,0.044768,-0.043353,0.085783,0.013715,-0.015022,0.176454,0.026364,0.031747,-0.051771,-0.006545,-0.008068,-0.098071,0.013716,-0.027315,-0.070543
gases:-0.050325,0.010226,-0.034045,0.067608,0.042343,0.009128,0.125880,0.027979,0.021778,-0.012407,-0.003707,-0.032360,-0.088137,0.023472,0.002659,-0.035971
generates:-0.081134,0.063742,-0.088629,0.036468,-0.029393,-0.019012,0.039653,-0.043908,0.015625,-0.006521,0.064576,-0.134116,0.102085,-0.111537,-0.011050,0.041042
generation:-0.059950,0.065078,-0.027191,0.049999,-0.049874,0.046497,0.002851,-0.035156,0.029645,0.013541,0.087835,-0.026347,0.037790,-0.106082,-0.007344,0.021768
german:-0.018228,0.030505,0.001619,0.056274,-0.016927,-0.002624,0.116658,0.056354,0.023071,-0.069715,0.038399,-0.086150,-0.038441,0.008472,-0.043498,0.036857
